customer_id,age,gender,loyalty_member,join_date
C029347,56,Male,0,2024-04-17
C029348,54,Male,1,2025-04-20
C029349,69,Female,0,2023-04-26
C029350,64,Female,1,2022-04-19
C029351,18,Female,0,2024-04-25
C029352,49,Female,0,2023-11-30
C029353,37,Female,1,2021-07-28
C029354,38,Female,1,2023-09-01
C029355,42,Female,1,2025-03-17
C029356,48,Female,0,2024-02-21
C029357,20,Female,1,2021-05-05
C029358,50,Male,0,2024-05-07
C029359,24,Female,0,2024-02-23
C029360,37,Male,0,2022-02-22
C029361,27,Female,1,2025-10-17
C029362,55,Female,0,2024-04-02
C029363,28,Male,0,2021-11-20
C029364,43,Male,1,2021-12-17
C029365,26,Male,0,2024-07-17
C029366,35,Female,0,2024-10-03
C029367,23,Female,1,2023-10-19
C029368,46,Male,0,2022-05-31
C029369,36,Female,1,2022-05-25
C029370,61,Female,0,2024-05-14
C029371,58,Female,1,2025-12-27
C029372,32,Female,0,2024-07-06
C029373,22,Female,0,2026-02-20
C029374,37,Male,0,2022-09-11
C029375,55,Female,1,2021-04-19
C029376,48,Male,0,2021-10-09
C029377,27,Female,1,2021-07-08
C029378,61,Male,1,2025-12-21
C029379,54,Female,1,2023-01-28
C029380,33,Male,0,2023-09-14
C029381,26,Male,1,2022-06-18
C029382,43,Female,1,2024-01-07
C029383,26,Male,0,2024-11-07
C029384,61,Male,1,2022-06-29
C029385,25,Male,1,2021-06-12
C029386,49,Male,1,2023-05-05
C029387,20,Female,0,2023-05-27
C029388,33,Female,1,2023-11-26
C029389,48,Female,0,2022-01-09
C029390,34,Male,0,2022-11-01
C029391,44,Male,0,2025-06-09
C029392,48,Female,1,2025-05-29
C029393,25,Male,0,2023-02-22
C029394,19,Female,1,2022-02-02
C029395,27,Female,0,2025-08-03
C029396,27,Female,1,2021-06-26
C029397,22,Male,1,2022-10-18
C029398,33,Female,1,2024-12-18
C029399,61,Male,0,2025-05-13
C029400,32,Male,0,2022-02-14
C029401,70,Male,0,2021-11-07
C029402,27,Female,1,2021-06-14
C029403,31,Female,1,2023-08-09
C029404,50,Female,1,2021-07-26
C029405,24,Female,1,2022-12-07
C029406,45,Male,0,2021-06-17
C029407,35,Female,1,2023-06-08
C029408,55,Male,0,2024-01-13
C029409,39,Male,0,2022-07-19
C029410,37,Male,0,2021-10-19
C029411,24,Male,1,2024-07-06
C029412,63,Female,1,2022-08-31
C029413,45,Male,1,2023-02-03
C029414,64,Male,1,2023-05-22
C029415,20,Male,0,2024-11-25
C029416,66,Male,0,2024-02-13
C029417,18,Female,1,2024-06-12
C029418,69,Female,1,2021-04-27
C029419,51,Female,1,2021-09-02
C029420,45,Female,1,2021-09-11
C029421,60,Male,1,2022-03-04
C029422,39,Male,0,2022-05-21
C029423,46,Male,0,2023-01-16
C029424,65,Male,0,2024-07-02
C029425,27,Female,1,2026-01-03
C029426,64,Female,0,2021-06-01
C029427,54,Female,1,2022-01-03
C029428,29,Female,0,2025-05-09
C029429,50,Female,0,2025-03-30
C029430,18,Male,1,2022-11-04
C029431,65,Female,0,2021-06-05
C029432,70,Male,0,2023-02-04
C029433,22,Male,1,2025-12-22
C029434,26,Male,0,2022-03-20
C029435,21,Female,0,2024-08-29
C029436,45,Male,0,2021-08-21
C029437,54,Female,1,2023-01-12
C029438,53,Male,0,2024-08-21
C029439,56,Female,1,2021-04-27
C029440,25,Male,1,2022-04-01
C029441,49,Female,0,2026-02-26
C029442,34,Male,1,2024-02-01
C029443,26,Male,0,2021-04-09
C029444,32,Male,1,2024-10-15
C029445,50,Female,0,2022-11-21
C029446,55,Male,0,2023-04-09
C029447,58,Male,1,2023-10-15
C029448,53,Male,1,2022-09-14
C029449,27,Male,0,2022-02-20
C029450,26,Male,1,2024-04-08
C029451,34,Male,0,2022-05-24
C029452,31,Female,1,2025-12-03
C029453,48,Male,1,2026-02-07
C029454,55,Female,0,2023-11-25
C029455,63,Female,0,2022-07-05
C029456,57,Male,1,2024-11-10
C029457,48,Male,0,2024-09-17
C029458,30,Female,0,2025-10-12
C029459,28,Female,0,2021-07-12
C029460,35,Female,0,2025-10-31
C029461,64,Female,1,2021-12-16
C029462,54,Female,0,2024-10-07
C029463,47,Male,0,2025-11-21
C029464,43,Female,0,2024-10-12
C029465,49,Female,0,2021-11-29
C029466,40,Male,0,2025-09-05
C029467,70,Female,0,2024-10-05
C029468,33,Female,1,2021-07-15
C029469,33,Male,0,2023-08-02
C029470,31,Female,0,2022-01-07
C029471,21,Female,1,2024-12-14
C029472,55,Female,0,2024-08-26
C029473,33,Male,1,2025-05-02
C029474,43,Female,0,2024-07-28
C029475,45,Female,1,2025-09-27
C029476,62,Male,1,2024-01-02
C029477,48,Female,0,2023-12-05
C029478,34,Female,1,2021-12-22
C029479,70,Male,1,2025-11-05
C029480,43,Male,0,2023-11-14
C029481,23,Male,1,2021-04-11
C029482,48,Male,0,2024-06-04
C029483,50,Male,0,2023-06-08
C029484,53,Female,0,2024-01-27
C029485,68,Female,1,2021-11-23
C029486,70,Male,1,2022-01-12
C029487,66,Female,1,2022-11-09
C029488,47,Female,0,2024-03-18
C029489,68,Male,1,2024-10-20
C029490,28,Male,0,2025-03-10
C029491,21,Male,0,2023-05-11
C029492,37,Female,1,2023-12-08
C029493,46,Female,1,2022-11-23
C029494,18,Male,1,2023-01-25
C029495,49,Male,0,2024-08-10
C029496,35,Male,0,2021-04-26
C029497,29,Female,1,2024-12-08
C029498,25,Female,1,2025-09-02
C029499,60,Male,1,2026-01-06
C029500,60,Male,1,2022-04-07
C029501,57,Male,1,2024-06-18
C029502,25,Male,0,2025-09-28
C029503,55,Male,1,2023-08-21
C029504,24,Male,1,2022-01-04
C029505,37,Female,1,2024-03-05
C029506,68,Male,1,2025-05-01
C029507,60,Female,0,2022-04-23
C029508,40,Female,1,2025-02-15
C029509,36,Female,0,2021-12-28
C029510,22,Male,0,2023-04-09
C029511,46,Male,0,2025-02-26
C029512,58,Male,0,2023-02-21
C029513,19,Female,1,2022-11-25
C029514,63,Female,0,2024-12-10
C029515,35,Male,1,2025-01-23
C029516,55,Male,1,2024-06-02
C029517,28,Male,1,2023-12-22
C029518,42,Male,0,2024-09-03
C029519,62,Male,0,2023-11-17
C029520,30,Male,1,2022-11-25
C029521,43,Male,0,2026-01-05
C029522,20,Male,1,2024-03-05
C029523,60,Male,0,2025-01-26
C029524,23,Male,1,2021-12-29
C029525,47,Male,1,2024-04-19
C029526,51,Female,0,2025-02-22
C029527,66,Female,1,2025-06-28
C029528,40,Male,1,2024-09-23
C029529,46,Female,1,2025-07-24
C029530,49,Male,0,2023-06-10
C029531,62,Male,0,2021-09-15
C029532,36,Female,1,2024-03-31
C029533,21,Female,1,2024-07-18
C029534,65,Female,1,2021-11-18
C029535,50,Male,0,2024-03-25
C029536,43,Male,0,2021-03-16
C029537,60,Male,0,2022-10-18
C029538,45,Female,1,2022-04-09
C029539,62,Male,1,2021-11-15
C029540,34,Male,0,2024-12-25
C029541,28,Male,1,2025-05-20
C029542,31,Male,1,2022-01-04
C029543,51,Male,1,2022-01-04
C029544,39,Female,1,2026-02-19
C029545,26,Female,1,2025-06-26
C029546,40,Female,1,2022-08-03
C029547,49,Female,1,2023-08-03
C029548,27,Female,1,2026-01-11
C029549,38,Male,0,2025-02-25
C029550,45,Female,1,2025-09-13
C029551,40,Male,0,2022-08-13
C029552,38,Female,1,2024-08-29
C029553,41,Female,0,2022-07-06
C029554,33,Male,0,2024-08-01
C029555,55,Female,0,2023-05-09
C029556,67,Female,1,2022-07-28
C029557,39,Male,0,2024-09-16
C029558,56,Male,0,2025-11-15
C029559,64,Female,1,2022-11-12
C029560,18,Female,1,2022-09-12
C029561,62,Male,0,2023-04-03
C029562,23,Female,0,2024-11-09
C029563,42,Female,0,2021-09-23
C029564,35,Male,1,2022-12-07
C029565,38,Male,1,2024-03-29
C029566,47,Female,0,2021-03-28
C029567,26,Male,1,2024-06-20
C029568,56,Female,1,2024-07-01
C029569,65,Male,0,2024-07-21
C029570,70,Female,0,2025-10-10
C029571,57,Female,1,2023-02-10
C029572,63,Male,1,2022-12-22
C029573,19,Female,0,2022-07-26
C029574,42,Male,1,2024-11-26
C029575,53,Male,1,2024-11-10
C029576,57,Female,0,2023-11-02
C029577,29,Female,1,2023-06-22
C029578,42,Male,1,2025-03-09
C029579,55,Male,0,2022-09-30
C029580,45,Male,1,2021-10-05
C029581,23,Female,0,2023-10-31
C029582,63,Male,1,2022-08-31
C029583,63,Female,1,2021-04-28
C029584,33,Female,1,2024-10-17
C029585,36,Female,1,2021-11-15
C029586,21,Male,0,2022-08-07
C029587,49,Female,0,2025-06-25
C029588,45,Female,0,2024-09-28
C029589,37,Female,1,2022-06-30
C029590,32,Female,1,2025-10-28
C029591,25,Male,0,2024-02-22
C029592,42,Male,0,2021-09-02
C029593,24,Female,1,2025-01-30
C029594,26,Male,0,2023-03-28
C029595,25,Male,0,2024-09-20
C029596,42,Male,0,2022-11-05
C029597,60,Male,1,2022-05-13
C029598,22,Male,1,2025-05-28
C029599,62,Male,0,2024-02-08
C029600,68,Female,0,2023-03-10
C029601,49,Male,1,2021-07-19
C029602,38,Female,1,2024-08-13
C029603,55,Female,1,2024-04-16
C029604,52,Male,0,2021-06-13
C029605,40,Male,1,2022-08-04
C029606,70,Female,0,2025-08-26
C029607,30,Female,0,2022-11-24
C029608,45,Female,0,2022-09-01
C029609,35,Female,1,2022-08-13
C029610,53,Female,1,2022-05-25
C029611,56,Male,1,2024-12-30
C029612,67,Male,0,2024-10-09
C029613,46,Female,1,2025-04-23
C029614,19,Female,1,2025-02-07
C029615,63,Male,1,2022-12-26
C029616,40,Male,0,2021-07-24
C029617,67,Male,0,2022-10-10
C029618,33,Male,0,2025-03-04
C029619,25,Male,0,2023-10-18
C029620,22,Male,0,2021-08-18
C029621,28,Male,1,2021-10-24
C029622,26,Male,1,2022-07-02
C029623,34,Male,0,2025-05-10
C029624,36,Female,0,2024-06-26
C029625,63,Male,1,2022-09-07
C029626,39,Female,0,2022-06-19
C029627,28,Female,1,2024-12-04
C029628,44,Male,0,2022-09-07
C029629,63,Male,0,2023-09-27
C029630,70,Male,0,2026-03-06
C029631,24,Male,0,2025-03-22
C029632,66,Male,1,2024-10-28
C029633,29,Male,1,2025-12-21
C029634,25,Female,1,2023-04-24
C029635,50,Male,1,2023-10-09
C029636,51,Male,1,2025-02-11
C029637,59,Male,1,2024-05-18
C029638,58,Male,1,2025-12-09
C029639,68,Female,1,2022-10-14
C029640,50,Male,0,2021-06-10
C029641,51,Male,0,2025-05-06
C029642,19,Female,0,2021-12-05
C029643,22,Male,0,2023-02-07
C029644,51,Female,0,2025-02-24
C029645,24,Female,1,2024-03-17
C029646,61,Female,1,2025-04-06
C029647,43,Female,0,2023-06-26
C029648,22,Female,1,2021-07-21
C029649,31,Male,0,2024-06-04
C029650,44,Female,0,2023-02-01
C029651,31,Male,0,2024-01-03
C029652,19,Female,1,2022-06-15
C029653,37,Female,1,2024-08-08
C029654,48,Male,1,2025-07-29
C029655,52,Female,0,2026-01-24
C029656,63,Male,1,2023-10-29
C029657,33,Male,0,2023-08-14
C029658,70,Male,0,2024-08-15
C029659,30,Male,1,2023-08-21
C029660,32,Female,1,2022-02-10
C029661,35,Female,0,2023-01-01
C029662,39,Female,0,2026-02-16
C029663,49,Female,1,2021-06-17
C029664,56,Male,1,2024-10-10
C029665,61,Male,0,2023-08-25
C029666,60,Male,0,2021-11-22
C029667,23,Female,0,2025-05-17
C029668,46,Male,1,2023-03-08
C029669,54,Male,1,2021-08-30
C029670,69,Male,1,2025-05-26
C029671,40,Male,0,2025-12-07
C029672,38,Female,1,2021-09-25
C029673,23,Female,1,2025-11-09
C029674,18,Male,1,2024-06-29
C029675,20,Male,0,2024-04-25
C029676,32,Female,0,2021-12-06
C029677,46,Female,0,2025-09-22
C029678,53,Female,0,2022-11-15
C029679,68,Female,1,2026-01-17
C029680,65,Male,0,2024-09-21
C029681,40,Female,1,2025-06-19
C029682,65,Male,0,2023-10-21
C029683,62,Female,0,2024-12-19
C029684,39,Male,1,2024-01-12
C029685,37,Female,1,2021-10-28
C029686,31,Male,0,2025-07-02
C029687,33,Male,0,2021-06-27
C029688,54,Male,1,2023-12-19
C029689,40,Female,0,2023-06-24
C029690,39,Female,1,2024-09-16
C029691,41,Female,0,2025-04-20
C029692,50,Male,1,2023-11-12
C029693,68,Male,1,2023-05-13
C029694,40,Male,1,2022-09-13
C029695,58,Female,0,2023-02-17
C029696,32,Female,0,2021-06-14
C029697,45,Female,1,2023-09-26
C029698,58,Male,1,2023-05-06
C029699,61,Male,0,2023-02-08
C029700,57,Female,0,2025-06-27
C029701,58,Female,1,2022-08-02
C029702,68,Male,0,2023-04-23
C029703,69,Female,1,2025-02-18
C029704,35,Female,1,2025-09-27
C029705,60,Female,0,2024-08-30
C029706,64,Female,1,2021-12-13
C029707,32,Male,0,2021-11-11
C029708,25,Female,0,2021-08-28
C029709,31,Female,0,2022-06-01
C029710,63,Female,0,2022-03-24
C029711,58,Male,1,2021-04-09
C029712,66,Female,0,2022-10-29
C029713,43,Male,1,2023-08-27
C029714,18,Male,1,2025-05-11
C029715,69,Male,1,2022-07-31
C029716,59,Male,0,2023-02-12
C029717,33,Male,1,2025-03-10
C029718,36,Female,0,2025-08-14
C029719,33,Female,1,2025-11-21
C029720,54,Male,1,2022-12-01
C029721,45,Male,0,2022-12-24
C029722,18,Male,0,2021-10-20
C029723,68,Female,0,2022-12-17
C029724,35,Male,1,2024-09-24
C029725,64,Female,1,2022-07-23
C029726,55,Male,1,2023-09-08
C029727,68,Male,1,2024-08-19
C029728,45,Male,1,2022-04-24
C029729,26,Female,0,2024-09-09
C029730,43,Female,1,2023-07-08
C029731,47,Male,1,2022-05-10
C029732,54,Male,1,2021-04-23
C029733,63,Female,0,2024-11-16
C029734,47,Male,0,2025-01-27
C029735,39,Female,1,2021-10-31
C029736,54,Female,0,2024-05-21
C029737,69,Male,0,2023-08-31
C029738,37,Female,1,2023-02-12
C029739,49,Male,0,2025-09-01
C029740,69,Male,1,2023-12-10
C029741,19,Male,0,2024-11-30
C029742,20,Female,0,2021-11-17
C029743,66,Male,1,2021-05-09
C029744,22,Female,1,2024-07-24
C029745,29,Female,1,2024-12-01
C029746,58,Male,1,2025-07-21
C029747,50,Female,1,2026-01-26
C029748,41,Female,1,2023-01-03
C029749,42,Male,1,2023-09-10
C029750,53,Male,0,2022-12-21
C029751,56,Female,1,2023-01-12
C029752,44,Female,0,2023-11-04
C029753,24,Male,0,2021-08-03
C029754,29,Female,0,2025-05-13
C029755,65,Female,1,2025-07-28
C029756,25,Male,1,2024-02-06
C029757,35,Female,0,2023-01-25
C029758,57,Female,0,2024-09-02
C029759,66,Female,1,2025-10-03
C029760,20,Male,1,2023-09-21
C029761,51,Male,0,2021-08-28
C029762,54,Male,1,2025-11-08
C029763,40,Female,1,2021-03-12
C029764,61,Female,0,2021-08-27
C029765,27,Female,1,2021-08-02
C029766,37,Female,1,2021-09-26
C029767,59,Female,0,2023-01-17
C029768,38,Female,0,2022-06-22
C029769,31,Female,1,2023-06-24
C029770,33,Female,1,2021-08-31
C029771,49,Male,1,2023-03-30
C029772,69,Male,0,2025-07-07
C029773,23,Female,1,2024-06-09
C029774,39,Male,0,2022-06-04
C029775,60,Female,1,2023-12-10
C029776,54,Male,0,2022-07-24
C029777,37,Female,0,2021-07-20
C029778,21,Male,1,2021-12-05
C029779,65,Female,0,2022-03-10
C029780,45,Male,1,2021-06-08
C029781,45,Male,0,2024-04-23
C029782,51,Male,1,2024-10-31
C029783,19,Female,1,2025-12-08
C029784,43,Female,1,2021-08-10
C029785,68,Female,0,2023-11-28
C029786,47,Male,1,2023-05-09
C029787,47,Male,0,2023-07-21
C029788,50,Female,1,2023-05-29
C029789,67,Male,1,2021-08-15
C029790,34,Male,1,2021-07-01
C029791,31,Male,1,2024-09-15
C029792,46,Male,0,2022-08-21
C029793,46,Female,1,2023-02-10
C029794,24,Male,0,2023-11-02
C029795,43,Male,0,2025-08-30
C029796,23,Female,1,2023-06-06
C029797,23,Female,1,2022-02-03
C029798,24,Male,0,2025-07-14
C029799,45,Male,0,2024-05-13
C029800,33,Female,0,2025-12-16
C029801,69,Female,0,2023-05-09
C029802,24,Male,1,2025-05-30
C029803,20,Male,0,2025-04-08
C029804,69,Female,0,2024-12-19
C029805,65,Male,1,2022-02-27
C029806,38,Female,1,2021-11-23
C029807,49,Female,1,2023-07-17
C029808,18,Female,0,2023-01-12
C029809,68,Female,0,2021-06-14
C029810,36,Male,1,2022-12-06
C029811,36,Female,0,2023-10-14
C029812,70,Male,1,2025-10-20
C029813,49,Male,0,2021-03-30
C029814,26,Female,0,2023-09-02
C029815,26,Male,0,2024-04-11
C029816,42,Female,1,2025-06-09
C029817,67,Male,1,2022-05-01
C029818,43,Male,1,2024-12-20
C029819,55,Female,0,2022-02-07
C029820,28,Male,0,2021-09-19
C029821,42,Female,0,2022-02-05
C029822,46,Male,0,2024-07-24
C029823,69,Male,0,2021-11-17
C029824,44,Male,1,2025-12-11
C029825,27,Male,0,2025-07-20
C029826,31,Male,0,2025-07-26
C029827,64,Male,0,2022-11-15
C029828,61,Female,0,2025-09-14
C029829,21,Female,0,2021-04-19
C029830,22,Female,1,2024-11-05
C029831,46,Female,1,2022-09-10
C029832,54,Female,0,2026-02-18
C029833,56,Female,0,2025-10-11
C029834,28,Female,0,2022-05-09
C029835,42,Female,1,2021-11-01
C029836,24,Male,0,2023-07-13
C029837,53,Female,0,2024-07-25
C029838,34,Male,1,2023-06-19
C029839,59,Male,0,2023-01-29
C029840,32,Female,0,2023-05-17
C029841,39,Female,1,2022-11-23
C029842,23,Female,0,2024-09-17
C029843,31,Female,1,2021-08-28
C029844,68,Male,0,2022-12-12
C029845,34,Female,0,2023-04-24
C029846,60,Female,1,2024-01-31
C029847,41,Male,1,2021-07-24
C029848,45,Female,1,2025-04-20
C029849,52,Male,1,2022-07-23
C029850,38,Male,1,2021-05-13
C029851,60,Male,0,2024-02-14
C029852,38,Male,0,2023-04-06
C029853,34,Female,1,2025-04-02
C029854,67,Male,1,2024-11-12
C029855,35,Male,0,2024-07-12
C029856,26,Male,0,2023-11-13
C029857,48,Female,1,2024-07-06
C029858,21,Female,1,2022-07-21
C029859,32,Female,1,2024-10-06
C029860,49,Male,0,2024-10-20
C029861,38,Female,0,2022-06-10
C029862,64,Male,1,2024-12-17
C029863,19,Female,1,2024-09-10
C029864,61,Male,0,2024-12-15
C029865,54,Female,0,2024-07-11
C029866,45,Female,1,2025-08-20
C029867,58,Male,1,2026-01-29
C029868,65,Female,1,2024-11-03
C029869,50,Female,0,2025-06-19
C029870,27,Female,0,2024-05-04
C029871,65,Female,0,2021-08-08
C029872,66,Male,0,2025-05-03
C029873,49,Female,1,2022-09-26
C029874,61,Female,0,2023-06-01
C029875,69,Female,0,2022-12-11
C029876,38,Male,0,2025-05-28
C029877,34,Male,0,2021-11-06
C029878,70,Female,1,2024-02-05
C029879,22,Female,1,2022-06-15
C029880,70,Female,0,2023-08-27
C029881,56,Female,0,2024-06-03
C029882,34,Female,0,2024-03-18
C029883,48,Male,0,2025-02-26
C029884,70,Female,1,2024-03-27
C029885,55,Male,1,2021-07-23
C029886,41,Female,1,2021-06-01
C029887,32,Female,0,2022-01-09
C029888,39,Female,1,2021-05-04
C029889,69,Male,0,2021-11-01
C029890,23,Male,1,2026-03-06
C029891,27,Male,1,2024-06-09
C029892,46,Female,1,2025-02-06
C029893,37,Male,1,2024-06-14
C029894,60,Male,1,2025-08-05
C029895,63,Male,1,2025-10-23
C029896,52,Male,1,2022-04-28
C029897,32,Male,1,2025-12-15
C029898,70,Male,0,2022-12-03
C029899,57,Male,1,2023-08-19
C029900,34,Female,1,2025-03-28
C029901,19,Female,0,2025-09-13
C029902,31,Female,0,2021-04-11
C029903,46,Female,1,2024-01-17
C029904,39,Female,0,2024-12-04
C029905,36,Male,1,2023-06-16
C029906,63,Female,0,2021-11-30
C029907,25,Female,0,2024-06-13
C029908,20,Male,0,2022-08-24
C029909,49,Male,1,2024-11-20
C029910,36,Female,0,2023-01-17
C029911,23,Female,1,2025-08-31
C029912,67,Male,1,2023-09-06
C029913,68,Female,1,2022-09-01
C029914,62,Male,1,2021-09-12
C029915,55,Female,1,2022-06-23
C029916,36,Male,0,2023-11-28
C029917,40,Female,0,2022-03-08
C029918,50,Female,0,2025-08-27
C029919,53,Male,0,2021-04-18
C029920,63,Male,0,2022-06-06
C029921,65,Female,0,2022-05-07
C029922,27,Female,0,2023-01-25
C029923,32,Female,0,2022-08-07
C029924,34,Female,1,2024-03-24
C029925,30,Female,1,2025-03-03
C029926,56,Male,0,2024-01-28
C029927,30,Male,0,2025-03-02
C029928,54,Male,1,2025-06-24
C029929,54,Male,0,2022-07-14
C029930,31,Female,0,2021-04-22
C029931,44,Female,1,2023-12-23
C029932,20,Male,0,2022-10-06
C029933,20,Female,0,2025-08-07
C029934,43,Female,1,2023-09-28
C029935,20,Female,0,2025-07-31
C029936,68,Female,0,2022-01-23
C029937,22,Female,0,2026-02-21
C029938,34,Male,1,2024-01-26
C029939,29,Female,0,2025-02-13
C029940,20,Female,0,2023-09-11
C029941,68,Male,1,2022-02-28
C029942,63,Female,0,2025-11-15
C029943,50,Male,0,2022-02-13
C029944,43,Male,1,2025-09-01
C029945,52,Female,1,2024-05-06
C029946,43,Male,1,2025-10-13
C029947,19,Female,0,2022-08-27
C029948,58,Male,1,2021-08-26
C029949,49,Male,0,2024-11-10
C029950,54,Female,1,2022-08-21
C029951,59,Male,1,2021-06-23
C029952,62,Male,0,2021-03-08
C029953,51,Female,1,2024-08-26
C029954,26,Male,1,2024-10-24
C029955,26,Male,1,2021-07-14
C029956,26,Male,0,2021-04-24
C029957,37,Female,1,2021-08-15
C029958,66,Female,0,2025-12-23
C029959,59,Female,1,2023-11-30
C029960,25,Male,1,2021-09-22
C029961,28,Female,1,2025-05-15
C029962,39,Female,0,2024-12-20
C029963,36,Female,1,2024-02-10
C029964,36,Female,0,2023-12-27
C029965,65,Male,1,2022-03-20
C029966,56,Male,1,2022-05-20
C029967,23,Male,0,2021-07-03
C029968,29,Female,1,2024-03-09
C029969,23,Female,1,2023-12-19
C029970,65,Male,0,2021-04-26
C029971,22,Female,1,2026-02-04
C029972,55,Male,0,2023-01-20
C029973,52,Male,0,2024-07-08
C029974,23,Male,1,2022-03-23
C029975,30,Female,0,2026-03-04
C029976,56,Male,0,2021-08-07
C029977,21,Male,1,2023-02-01
C029978,67,Male,1,2025-09-11
C029979,21,Female,0,2025-06-05
C029980,35,Female,1,2023-06-08
C029981,45,Female,1,2022-01-19
C029982,46,Male,1,2021-04-20
C029983,19,Female,0,2026-02-23
C029984,58,Male,0,2022-03-17
C029985,50,Female,1,2022-05-28
C029986,62,Female,0,2022-08-09
C029987,26,Male,0,2024-08-20
C029988,41,Female,0,2021-08-09
C029989,27,Female,1,2023-04-14
C029990,42,Male,0,2021-10-12
C029991,30,Male,1,2025-12-29
C029992,28,Female,0,2022-04-12
C029993,57,Male,0,2022-03-01
C029994,59,Male,0,2024-01-23
C029995,40,Female,0,2023-02-13
C029996,51,Male,0,2022-05-25
C029997,33,Female,0,2022-04-06
C029998,69,Female,0,2023-05-19
C029999,58,Female,1,2024-12-21
C030000,29,Female,1,2023-06-08
C030001,29,Male,1,2026-01-13
C030002,55,Female,1,2025-04-18
C030003,52,Female,0,2023-12-03
C030004,21,Female,1,2022-06-13
C030005,66,Female,0,2024-12-10
C030006,61,Female,0,2023-05-05
C030007,51,Male,0,2025-05-31
C030008,70,Male,1,2022-06-20
C030009,43,Female,0,2024-05-26
C030010,66,Female,0,2022-07-11
C030011,47,Female,0,2024-08-20
C030012,55,Male,1,2021-04-17
C030013,53,Male,0,2024-08-06
C030014,53,Female,1,2022-09-01
C030015,35,Female,0,2025-06-25
C030016,67,Female,0,2023-05-21
C030017,43,Male,0,2022-09-18
C030018,63,Male,0,2025-02-18
C030019,22,Female,0,2024-09-29
C030020,38,Male,0,2023-06-30
C030021,43,Male,0,2022-01-12
C030022,67,Female,0,2021-03-24
C030023,41,Male,1,2024-06-16
C030024,67,Male,1,2025-05-28
C030025,49,Male,0,2022-01-07
C030026,32,Male,1,2023-08-22
C030027,48,Female,1,2024-05-08
C030028,50,Male,0,2025-07-12
C030029,52,Male,0,2021-06-01
C030030,44,Female,1,2025-10-08
C030031,19,Female,1,2024-02-08
C030032,54,Female,1,2025-08-01
C030033,21,Female,1,2021-08-02
C030034,26,Female,1,2022-07-10
C030035,55,Female,0,2024-05-30
C030036,56,Female,1,2022-12-14
C030037,65,Female,0,2024-08-02
C030038,20,Female,1,2023-09-22
C030039,45,Female,0,2024-03-06
C030040,30,Female,1,2024-03-07
C030041,67,Female,0,2021-03-24
C030042,42,Male,1,2025-11-13
C030043,66,Male,1,2022-07-16
C030044,70,Female,0,2024-03-26
C030045,67,Female,0,2024-06-20
C030046,50,Female,1,2023-10-03
C030047,60,Male,0,2024-04-10
C030048,20,Male,1,2022-04-11
C030049,52,Female,1,2025-06-25
C030050,41,Female,1,2023-04-27
C030051,40,Male,0,2022-07-25
C030052,64,Female,0,2022-01-06
C030053,64,Male,1,2025-01-13
C030054,52,Male,1,2022-02-21
C030055,66,Female,1,2025-06-01
C030056,36,Male,1,2022-07-23
C030057,48,Male,0,2025-04-19
C030058,20,Female,1,2021-11-08
C030059,63,Male,1,2024-05-07
C030060,35,Female,0,2023-03-16
C030061,51,Male,1,2021-05-19
C030062,56,Male,0,2022-02-16
C030063,47,Female,0,2023-02-28
C030064,60,Male,1,2022-02-01
C030065,51,Male,1,2022-12-09
C030066,60,Female,1,2024-08-07
C030067,63,Male,0,2023-02-22
C030068,52,Female,1,2021-04-27
C030069,70,Male,1,2021-11-04
C030070,52,Male,1,2026-01-29
C030071,51,Female,1,2024-05-29
C030072,68,Male,0,2023-09-14
C030073,30,Male,1,2024-07-19
C030074,24,Female,0,2025-02-06
C030075,26,Male,1,2025-02-13
C030076,64,Female,1,2022-01-10
C030077,60,Male,0,2022-02-06
C030078,66,Male,0,2025-06-18
C030079,48,Male,0,2024-08-23
C030080,53,Female,1,2023-11-29
C030081,31,Male,0,2021-12-21
C030082,33,Male,0,2024-07-27
C030083,48,Male,0,2021-05-04
C030084,41,Female,1,2024-01-06
C030085,25,Male,1,2023-08-11
C030086,54,Male,1,2025-06-27
C030087,69,Male,1,2022-01-23
C030088,50,Female,1,2025-06-24
C030089,34,Female,1,2022-01-27
C030090,59,Female,0,2025-06-04
C030091,36,Female,0,2023-02-16
C030092,19,Male,1,2023-03-02
C030093,32,Female,1,2024-05-05
C030094,50,Male,0,2025-10-18
C030095,66,Male,0,2024-11-30
C030096,53,Female,1,2023-05-25
C030097,48,Male,0,2024-04-26
C030098,39,Female,0,2022-11-04
C030099,69,Male,0,2022-03-27
C030100,21,Female,1,2025-12-02
C030101,39,Female,1,2021-10-09
C030102,63,Female,1,2024-08-18
C030103,47,Female,1,2024-03-19
C030104,62,Female,0,2025-10-03
C030105,57,Male,1,2022-09-27
C030106,31,Male,0,2024-02-25
C030107,35,Male,1,2024-10-12
C030108,28,Female,0,2024-08-02
C030109,31,Male,1,2023-02-08
C030110,54,Male,0,2023-08-10
C030111,54,Female,1,2021-09-29
C030112,43,Female,1,2024-01-12
C030113,20,Female,0,2026-02-14
C030114,26,Female,1,2024-04-19
C030115,53,Male,1,2022-06-27
C030116,36,Male,0,2022-07-07
C030117,24,Male,1,2022-12-19
C030118,46,Male,1,2022-06-23
C030119,70,Male,0,2022-09-10
C030120,29,Female,0,2025-10-19
C030121,24,Male,1,2021-06-13
C030122,56,Male,0,2023-05-12
